Cep,Logradouro,Numero,Bairro,Cod Cidade,Cod Estado
2177040,Rua Soldado Antônio Martins de Oliveira,,Parque Novo Mundo,8966,26
2177060,Rua Soldado Antônio Caetano de Sousa Filho,,Parque Novo Mundo,8966,26
2177065,Via de Pedestre Forte Santo Amaro,,Parque Novo Mundo,8966,26
2177070,Rua Soldado Francisco Vitoriano,,Parque Novo Mundo,8966,26
2177080,Rua Belo Horizonte,,Parque Novo Mundo,8966,26
2177090,Rua Estabela,,Parque Novo Mundo,8966,26
2177900,Avenida Tenente Amaro Felicíssimo da Silveira 1443,,Parque Novo Mundo,8966,26
2178000,Rua Sargento José Pessoto Sobrinho,,Parque Novo Mundo,8966,26
2178010,Rua Terceiro-Sargento-Aeronáutica João Lopes Filho,,Parque Novo Mundo,8966,26
2178020,Rua Soldado José Pires Barbosa Filho,,Parque Novo Mundo,8966,26
2178030,Rua Soldado Eurípedes Rodrigues Lima,,Parque Novo Mundo,8966,26
2178040,Rua Soldado José Reymão,,Parque Novo Mundo,8966,26
2178050,Rua Trafalgar,,Parque Novo Mundo,8966,26
2178060,Rua Dilce Freitas da Silva,,Parque Novo Mundo,8966,26
2178070,Rua Manzala,,Promorar Vila Maria,8966,26
2178080,Rua Luson,,Parque Novo Mundo,8966,26
2178090,Rua Livônia,,Parque Novo Mundo,8966,26
2178100,Rua Fergana,,Parque Novo Mundo,8966,26
2178110,Rua Frederícia,,Parque Novo Mundo,8966,26
2178120,Rua Francônia,,Parque Novo Mundo,8966,26
2178130,Rua Larache,,Parque Novo Mundo,8966,26
2179000,Avenida Serafim Gonçalves Pereira,,Parque Novo Mundo,8966,26
2179010,Rua Soldado Sérgio Bernardino,,Parque Novo Mundo,8966,26
2179020,Rua Terceiro-Sargento-Aeronáutica João Soares de Faria,,Parque Novo Mundo,8966,26
2179030,Rua Fundão,,Parque Novo Mundo,8966,26
2179040,Rua Sargento Manuel Chagas,,Parque Novo Mundo,8966,26
2179050,Rua Soldado Sebastião Garcia,,Parque Novo Mundo,8966,26
2179970,Avenida Serafim Gonçalves Pereira 639,,Parque Novo Mundo,8966,26
2180000,Rua Cabo Basílio Zequim Júnior,,Parque Novo Mundo,8966,26
2180010,Rua Soldado Albino César,,Parque Novo Mundo,8966,26
2180020,Rua Soldado José Vicente de Paula,,Parque Novo Mundo,8966,26
2180030,Rua Baiucu,,Parque Novo Mundo,8966,26
2180040,Rua Soldado Francisco Franco,,Parque Novo Mundo,8966,26
2180050,Alameda Segundo-Sargento Andiras Nogueira de Abreu,,Parque Novo Mundo,8966,26
2180060,Rua Cabo Romeu Casagrande,,Parque Novo Mundo,8966,26
2180080,Rua Soldado Manasses de Aguiar Barros,,Parque Novo Mundo,8966,26
2180090,Alameda Segundo-Sargento Névio Baracho dos Santos,,Parque Novo Mundo,8966,26
2180100,Rua Soldado Abílio Fernandes dos Santos,,Parque Novo Mundo,8966,26
2180110,Rua Soldado Teodoro Francisco Ribeiro,,Parque Novo Mundo,8966,26
2180120,Rua Lauro Megale,,Parque Novo Mundo,8966,26
2181000,Rua Doutor Vidal Reis,,Parque Novo Mundo,8966,26
2181010,Rua Armação,,Parque Novo Mundo,8966,26
2181020,Rua Amaru,,Parque Novo Mundo,8966,26
2181030,Rua Arembepe,,Parque Novo Mundo,8966,26
2181050,Rua Thomás Losito,,Parque Novo Mundo,8966,26
2181060,Rua Ataualpa,,Parque Novo Mundo,8966,26
2181070,Travessa Walter de Almeida,,Parque Novo Mundo,8966,26
2181080,Rua Bentópolis,,Parque Novo Mundo,8966,26
2181090,Rua Arantes,,Parque Novo Mundo,8966,26
2181095,Travessa Luiz França do Prado,,Parque Novo Mundo,8966,26
2181110,Avenida Emílio Giaquinto,,Parque Novo Mundo,8966,26
2181120,Rua Fritz Jank,,Parque Novo Mundo,8966,26
2181130,Rua Arapira,,Parque Novo Mundo,8966,26
2181140,Rua Araguá,,Parque Novo Mundo,8966,26
2181150,Travessa Manoel Martinho,,Parque Novo Mundo,8966,26
2181160,Rua Francisco Fanganielo,,Parque Novo Mundo,8966,26
2181170,Rua da Banduira,,Parque Novo Mundo,8966,26
2181200,Rua Paulo Lorenzani,,Parque Novo Mundo,8966,26
2185000,Praça Novo Mundo,,Parque Novo Mundo,8966,26
2185010,Rua Cabo Antônio Alves,,Parque Novo Mundo,8966,26
2185020,Rua Cabo José da Silva,,Parque Novo Mundo,8966,26
2185030,Avenida José Maria Fernandes,- até 903/904,Parque Novo Mundo,8966,26
2185031,Avenida José Maria Fernandes,- de 905/906 ao fim,Parque Novo Mundo,8966,26
2186000,Rua Cabo Antônio Pinton,,Parque Novo Mundo,8966,26
2186010,Rua Soldado João Américo da Silva,,Parque Novo Mundo,8966,26
2186020,Rua Soldado Américo Rodrigues,,Parque Novo Mundo,8966,26
2186030,Rua Cabo Oscar Rossini,,Parque Novo Mundo,8966,26
2186040,Alameda Primeiro-Sargento Basílio Nogueira da Costa,,Parque Novo Mundo,8966,26
2186045,Travessa Alexandre Yersin,,Parque Novo Mundo,8966,26
2186050,Rua Soldado Paulo Tansini,,Parque Novo Mundo,8966,26
2186060,Rua Soldado Rafael Pereira,,Parque Novo Mundo,8966,26
2186070,Alameda Segundo-Sargento Ananias Holanda de Oliveira,,Parque Novo Mundo,8966,26
2186080,Rua Soldado Roberto Marcondes,,Parque Novo Mundo,8966,26
2186090,Rua Soldado Romeu Coco,,Parque Novo Mundo,8966,26
2186970,Rua Cabo Antônio Pinton 14,,Parque Novo Mundo,8966,26
2187000,Rua Cabo Eliseu Pinhal,,Parque Novo Mundo,8966,26
2187010,Rua Soldado Otto Unger,,Parque Novo Mundo,8966,26
2187020,Rua Soldado Antônio Aparecido,,Parque Novo Mundo,8966,26
2187030,Rua Soldado José Ferreira da Silva,,Parque Novo Mundo,8966,26
2187040,Alameda Subtenente-Aviador Francisco Hierro,,Parque Novo Mundo,8966,26
2187050,Rua Soldado Geraldo Rosa,,Parque Novo Mundo,8966,26
2187060,Rua Soldado Benedito Alves dos Santos,,Parque Novo Mundo,8966,26
2187070,Rua Soldado Almir Bernardino,,Parque Novo Mundo,8966,26
2187080,Travessa República de Malta,,Parque Novo Mundo,8966,26
2187090,Rua Soldado Cristóvão Morais Garcia,,Parque Novo Mundo,8966,26
2187100,Rua Bituruna,,Parque Novo Mundo,8966,26
2187110,Avenida Educador Paulo Freire,,Parque Novo Mundo,8966,26
2188000,Praça Tenente-Brigadeiro Roberto Faria Lima,,Parque Novo Mundo,8966,26
2188010,Rua Soldado Cesário Aguiar,,Parque Novo Mundo,8966,26
2188020,Avenida Amadeu Poli,,Parque Novo Mundo,8966,26
2188030,Rua Soldado Antônio Bento de Abreu,,Parque Novo Mundo,8966,26
2188040,Rua Herói da Força Expedicionária Brasileira,,Parque Novo Mundo,8966,26
2188050,Rua Soldado Antônio Matias de Camargo,,Parque Novo Mundo,8966,26
2188060,Praça Antônio Verrastro,,Parque Novo Mundo,8966,26
2188070,Rua Sargento Jeter Augusto Pereira,,Parque Novo Mundo,8966,26
2188080,Rua Soldado Brasílio Pinto de Almeida,,Parque Novo Mundo,8966,26
2188090,Rua Soldado Aristides Gouveia,,Parque Novo Mundo,8966,26
2188100,Rua Gentil Bispo,,Parque Novo Mundo,8966,26
2189000,Rua Pistóia,,Parque Novo Mundo,8966,26
2189010,Rua Soldado João Pereira da Silva,,Parque Novo Mundo,8966,26
2189020,Rua Soldado Clóvis Rosa da Silva,,Parque Novo Mundo,8966,26
2189030,Rua Soldado Francisco Gomes de Sousa,,Parque Novo Mundo,8966,26
2189040,Rua Soldado Hilário Decimo Zanesco,,Parque Novo Mundo,8966,26
2189050,Rua Coronel Dilermano Brisola,,Parque Novo Mundo,8966,26
2189060,Rua Osvaldo Lelés,,Parque Novo Mundo,8966,26
2189070,Rua Soldado José Serafim,,Parque Novo Mundo,8966,26
2190000,Avenida Barra do Rio Azul,,Parque Novo Mundo,8966,26
2190010,Rua Soldado Hamilton Silva Costa,,Parque Novo Mundo,8966,26
2190020,Rua Dezembrada de Mil Oitocentos e Sessenta e Oito,,Parque Novo Mundo,8966,26
2190030,Rua Soldado José Leite da Silva,,Parque Novo Mundo,8966,26
2190040,Rua Sargento Rodoval Cabral Trindade,,Parque Novo Mundo,8966,26
2190050,Rua Salvador Rodrigues Prado,,Parque Novo Mundo,8966,26
2190060,Rua José Barbosa de Lima,,Parque Novo Mundo,8966,26
2190070,Rua Pedro Taques Pires,,Parque Novo Mundo,8966,26
2190075,Rua Araí,,Parque Novo Mundo,8966,26
2190080,Rua João de Lara da Cunha,,Parque Novo Mundo,8966,26
2190090,Rua Roque Soares Medella,,Parque Novo Mundo,8966,26
2190100,Rua Tomé Rodrigues da Silva,,Parque Novo Mundo,8966,26
2190120,Rua da Baracela,,Parque Novo Mundo,8966,26
2190900,Rua Sargento Rodoval Cabral Trindade 780,,Parque Novo Mundo,8966,26
2190901,Rua Soldado Hamilton Silva Costa 58,,Parque Novo Mundo,8966,26
2201000,Avenida Júlio Buono,- até 1629/1630,Vila Gustavo,8966,26
2201001,Avenida Júlio Buono,- de 1631/1632 a 2069/2070,Vila Gustavo,8966,26
2201002,Avenida Júlio Buono,- de 2071/2072 a 2525/2526,Vila Gustavo,8966,26
2201003,Avenida Júlio Buono,- de 2527/2528 a 2851/2852,Vila Constança,8966,26
2201010,Rua Anauerá,,Vila Gustavo,8966,26
2201020,Rua Alípio de Sousa,,Vila Gustavo,8966,26
2201030,Rua Acapuzinho,,Vila Gustavo,8966,26
2201050,Rua Elias Zamutti,,Vila Gustavo,8966,26
2201060,Rua Neusa,,Vila Gustavo,8966,26
2201070,Rua Mariano Salas,,Vila Gustavo,8966,26
2201090,Travessa Elair José Caminha,,Vila Gustavo,8966,26
2201100,Via de Pedestre dos Sopranos,,Vila Gustavo,8966,26
2201110,Travessa Hortense,,Vila Gustavo,8966,26
2201120,Rua Celcelia,,Vila Gustavo,8966,26
2201130,Travessa Rui Barbosa,,Vila Gustavo,8966,26
2201970,Avenida Júlio Buono 1226,,Vila Gustavo,8966,26
2201971,Avenida Júlio Buono 1111,,Vila Gustavo,8966,26
2202000,Rua Aldeia Vinte de Setembro,,Vila Ede,8966,26
2202010,Rua Zalina Rolim,,Vila Ede,8966,26
2202020,Rua Silva Guimarães,,Vila Ede,8966,26
2202025,Travessa Mário Maximino,,Vila Ede,8966,26
2202030,Rua Simão Pedroso,,Vila Ede,8966,26
2202035,Travessa Padre Augusto Magne,,Vila Ede,8966,26
2202040,Rua Água Encantada,,Vila Ede,8966,26
2202050,Travessa Van Dick,,Vila Ede,8966,26
2202060,Rua Doutor Pedro Paulo Lagreca Neto,,Vila Ede,8966,26
2202070,Rua Riva,,Vila Ede,8966,26
2202080,Rua Manuel Nunes,,Vila Ede,8966,26
2202090,Rua Irmão Gregório,,Vila Ede,8966,26
2202100,Rua Otávio Leoni,,Vila Ede,8966,26
2202110,Rua Joaquim Faria,,Vila Ede,8966,26
2202120,Rua Santo Antônio de Lisboa,,Vila Ede,8966,26
2202130,Travessa da Canção Amiga,,Vila Ede,8966,26
2202140,Travessa Cantos Sertanejos,,Vila Ede,8966,26
2203000,Avenida Ede,- até 503/504,Vila Ede,8966,26
2203001,Avenida Ede,- de 505/506 ao fim,Vila Ede,8966,26
2203010,Rua Padre Marcos Simoni,,Vila Ede,8966,26
2203020,Rua Monsenhor Arruda Câmara,,Vila Ede,8966,26
2203030,Rua Bentureli,,Vila Ede,8966,26
2203040,Rua Adelaide Boschetti,,Vila Ede,8966,26
2203050,Rua Laranjeiras do Sul,,Vila Ede,8966,26
2203055,Travessa Firmino José Bueno,,Vila Ede,8966,26
2203060,Travessa Maestro Pisendel,,Vila Ede,8966,26
2203070,Travessa César Fiori,,Vila Ede,8966,26
2203080,Travessa Lindolfo Amorim,,Vila Ede,8966,26
2203090,Travessa Antônio Arenales,,Vila Ede,8966,26
2203100,Rua Custódio José Duarte,,Vila Ede,8966,26
2203110,Travessa Baintar,,Vila Ede,8966,26
2203120,Travessa Fernandes Cunha,,Vila Ede,8966,26
2203130,Travessa Bernardino Salvi,,Vila Ede,8966,26
2203140,Travessa Cantos Gaúchos,,Vila Ede,8966,26
2204000,Rua José de Almeida,- até 899/900,Vila Medeiros,8966,26
2204001,Rua José de Almeida,- de 901/902 ao fim,Vila Medeiros,8966,26
2204010,Rua Doutor Monteiro Viana,,Vila Medeiros,8966,26
2204020,Rua Benevenuto Jordão,,Vila Medeiros,8966,26
2204030,Rua André Grossi,,Vila Medeiros,8966,26
2204040,Rua Japim,,Vila Medeiros,8966,26
2204050,Rua Marechal Aristóteles Dantas,,Vila Medeiros,8966,26
2204060,Travessa Caetano Gama,,Vila Medeiros,8966,26
2204080,Travessa Marins Camargo,,Vila Medeiros,8966,26
2205000,Avenida Boschetti,- até 729/730,Vila Medeiros,8966,26
2205001,Avenida Boschetti,- de 731/732 a 1047/1048,Vila Medeiros,8966,26
2205002,Avenida Boschetti,- de 1049/1050 ao fim,Vila Medeiros,8966,26
2205007,Travessa Maestro Chulaki,,Vila Medeiros,8966,26
2205010,Rua Ida Boschetti,,Vila Medeiros,8966,26
2205020,Rua Antônia Boschetti,,Vila Medeiros,8966,26
2205030,Rua Antônio de Souza,,Jardim Neila,8966,26
2205040,Rua Sebastião Maggi da Fonseca,,Jardim Neila,8966,26
2205050,Rua Justino Boschetti,,Vila Medeiros,8966,26
2205070,Travessa José Eduardo Prado Kelly,,Vila Medeiros,8966,26
2205080,Rua José Batista da Silva,,Vila Medeiros,8966,26
2205090,Travessa Augustin Querol,,Jardim Neila,8966,26
2205100,Rua São Ivo,,Vila Medeiros,8966,26
2205110,Rua Sá Campelo,,Vila Medeiros,8966,26
2205120,Rua Tavares de Olanda,,Vila Medeiros,8966,26
2205130,Rua Julie Forestier,,Vila Medeiros,8966,26
2205140,Travessa Carrancas,,Vila Medeiros,8966,26
2205150,Travessa Arnaldo Duez,,Vila Medeiros,8966,26
2205160,Travessa Antônio Favero,,Jardim Neila,8966,26
2205170,Rua Professor Giúlio Davide Leoni,,Vila Medeiros,8966,26
2205180,Travessa José da Silva Leal,,Vila Medeiros,8966,26
2205190,Travessa Atacama,,Vila Gustavo,8966,26
2205200,Via de Pedestre Julianos,,Vila Ede,8966,26
2205210,Travessa Helíades,,Vila Ede,8966,26
2205215,Via de Pedestre George Áquila,,Vila Ede,8966,26
2205220,Via de Pedestre Eagro,,Vila Ede,8966,26
2205230,Via de Pedestre Carius,,Vila Medeiros,8966,26
2205240,Via de Pedestre Lare,,Vila Ede,8966,26
2206000,Rua Major Dantas Cortez,- até 515/516,Vila Gustavo,8966,26
2206001,Rua Major Dantas Cortez,- de 517/518 a 1019/1020,Vila Gustavo,8966,26
2206002,Rua Major Dantas Cortez,- de 1021/1022 ao fim,Vila Gustavo,8966,26
2206010,Rua da Grota,,Vila Gustavo,8966,26
2206020,Rua Doutor José,,Vila Gustavo,8966,26
2206030,Rua Valter Acras,,Vila Gustavo,8966,26
2206050,Rua Professor José Rodrigues da Costa Júnior,,Vila Gustavo,8966,26
2206060,Rua Alambique,,Vila Gustavo,8966,26
2206070,Travessa Domenico Zipoli,,Vila Gustavo,8966,26
2206080,Travessa Dona Janaína,,Vila Gustavo,8966,26
2206090,Travessa Falésia,,Vila Gustavo,8966,26
2206100,Travessa Júlio Brusco,,Vila Gustavo,8966,26
2206120,Travessa Pedro Agote,,Vila Gustavo,8966,26
2206130,Travessa Philippe Viannay,,Vila Gustavo,8966,26
2206135,Travessa Barão Carneiro de Araruama,,Vila Ede,8966,26
2207000,Rua India Piquerobi,,Vila Medeiros,8966,26
2207010,Rua Aldeia das Canoas,,Vila Medeiros,8966,26
2207020,Rua Açotéia,,Vila Medeiros,8966,26
2207040,Rua Regina Cecília,,Vila Medeiros,8966,26
2207060,Rua Eilem,,Vila Medeiros,8966,26
2207070,Rua Araçás,,Vila Medeiros,8966,26
2207080,Rua Carlos Alberto Luiz,,Vila Medeiros,8966,26
2207090,Rua Ananatuba,,Vila Medeiros,8966,26
2207100,Praça Jornalista Alderaban Cavalcanti,,Vila Medeiros,8966,26
2207110,Rua Apuizal,,Vila Medeiros,8966,26
2207120,Rua Professor João Capitulino,,Vila Medeiros,8966,26
2208000,Rua da Esperança,,Vila Medeiros,8966,26
2208010,Rua Gertrudes,,Vila Medeiros,8966,26
2208020,Rua Maria Urbano,,Vila Medeiros,8966,26
2208030,Rua Aranguera,,Vila Medeiros,8966,26
2208040,Rua Bandiuaçu,,Vila Medeiros,8966,26
2208060,Rua Anvera,,Vila Medeiros,8966,26
2208070,Travessa Helga,,Vila Medeiros,8966,26
2208080,Rua Balins,,Vila Medeiros,8966,26
2208090,Rua Raymundo Ademar Braga,,Vila Medeiros,8966,26
2208100,Rua Clara Kellog,,Vila Medeiros,8966,26
2208110,Rua Canobim,,Vila Medeiros,8966,26
2208120,Rua André Klainguti,,Vila Medeiros,8966,26
2208130,Rua Cangas,,Vila Medeiros,8966,26
2208140,Rua Amoguijá,,Vila Medeiros,8966,26
2208150,Rua Ângelo Garcia Puertas,,Vila Medeiros,8966,26
2208160,Travessa Brício Cardoso,,Vila Gustavo,8966,26
2208170,Travessa Luís Rúbio,,Jardim Neila,8966,26
2208180,Travessa Marisa,,Vila Medeiros,8966,26
2208200,Rua Maria Piedade,,Vila Medeiros,8966,26
2208210,Largo Riachão do Jacuípe,,Vila Medeiros,8966,26
2208220,Rua Rachid Saliba,,Vila Gustavo,8966,26
2208230,Travessa Fialho D'Almeida,,Vila Gustavo,8966,26
2209000,Avenida Gustavo Adolfo,- até 1023/1024,Vila Gustavo,8966,26
2209001,Avenida Gustavo Adolfo,- de 1025/1026 ao fim,Vila Gustavo,8966,26
2209010,Rua Professor Joaquim Thomaz de Aquino,,Vila Gustavo,8966,26
2209020,Travessa Constelação de Orion,,Vila Gustavo,8966,26
2209030,Rua Manuel Gonçalves Valente,,Vila Gustavo,8966,26
2209040,Avenida Doutor Abílio Sampaio,,Vila Gustavo,8966,26
2209050,Rua Roque Leitão,,Vila Gustavo,8966,26
2209060,Rua Doutor Amaral Carvalho,,Vila Gustavo,8966,26
2209070,Rua Yara Cassero,,Vila Gustavo,8966,26
2209080,Rua Cerro Largo,,Vila Gustavo,8966,26
2209090,Rua Arauacá,,Vila Gustavo,8966,26
2209100,Travessa Forte de Santa Tereza,,Vila Nivi,8966,26
2209120,Rua Cândida Alembertie,,Vila Gustavo,8966,26
2209130,Rua Américo Pereira da Rocha,,Vila Medeiros,8966,26
2209150,Travessa Ana Ferrara,,Vila Medeiros,8966,26
2209160,Rua Abigail Cortês,,Vila Medeiros,8966,26
2209220,Via de Pedestre Centauro,,Vila Gustavo,8966,26
2209230,Travessa Sextilhas de Frei Antão,,Vila Gustavo,8966,26
2210000,Rua Antônio Palmieri,,Jardim Brasil (Zona Norte),8966,26
2210010,Rua Tosca,,Jardim Brasil (Zona Norte),8966,26
2210020,Rua Águas Formosas,,Jardim Brasil (Zona Norte),8966,26
2210030,Rua Banco de Areia,,Jardim Brasil (Zona Norte),8966,26
2210040,Rua Sodré e Silva,,Jardim Brasil (Zona Norte),8966,26
2210050,Rua Baixa do Cedro,,Jardim Brasil (Zona Norte),8966,26
2210070,Rua Marisa de Sousa,,Jardim Brasil (Zona Norte),8966,26
2210080,Travessa Doralice,,Jardim Brasil (Zona Norte),8966,26
2210100,Travessa Gabriel Anselmo,,Jardim Brasil (Zona Norte),8966,26
2210105,Via de Pedestre George Jabin,,Jardim Brasil (Zona Norte),8966,26
2210110,Travessa Alice Mendes de Freitas,,Jardim Brasil (Zona Norte),8966,26
2210120,Rua Pascoal Tambasco,,Jardim Brasil (Zona Norte),8966,26
2210140,Via de Pedestre Arte,,Vila Medeiros,8966,26
2210150,Travessa Flávio de Aquino,,Jardim Brasil (Zona Norte),8966,26
2210160,Travessa Ramon Anchoris,,Jardim Brasil (Zona Norte),8966,26
2210170,Rua Andréa Amati,,Jardim Brasil (Zona Norte),8966,26
2210180,Via de Pedestre Venceslau Vilafano,,Vila Gustavo,8966,26
2210190,Travessa Abul,,Vila Medeiros,8966,26
2210200,Travessa Dança da Canoa,,Vila Medeiros,8966,26
2210210,Travessa Maestro Cardim,,Jardim Brasil (Zona Norte),8966,26
2211000,Rua Japi,,Vila Ede,8966,26
2211010,Rua Alto Porã,,Vila Ede,8966,26
2211020,Rua Ponte Nova,,Vila Ede,8966,26
2211030,Rua Coronel Francisco de Araújo,,Vila Ede,8966,26
2211040,Rua General Jerônimo dos Reis,,Vila Ede,8966,26
2211050,Rua Igaraí,,Vila Ede,8966,26
2211060,Rua Prato D'Água,,Vila Ede,8966,26
2212000,Rua Cônego Vicente,,Vila Medeiros,8966,26
2212010,Rua Astrapéia,,Vila Medeiros,8966,26
2212020,Rua Maraã,,Vila Medeiros,8966,26
2212030,Rua Sales Pacheco,,Vila Medeiros,8966,26
2212040,Rua Odete de Medeiros,,Vila Medeiros,8966,26
2212050,Rua Oscar de Medeiros,,Vila Medeiros,8966,26
2212060,Rua Doutor Castro Rebello,,Vila Medeiros,8966,26
2212070,Rua Anoja,,Vila Medeiros,8966,26
2212080,Rua José de Medeiros,,Vila Medeiros,8966,26
2213000,Rua São Leotélio,,Vila Medeiros,8966,26
2213010,Rua Nova Olinda,,Vila Medeiros,8966,26
2213020,Rua Leite Penteado,,Vila Medeiros,8966,26
2213030,Rua Serpa Brandão,,Vila Medeiros,8966,26
2213040,Rua São Teófilo,,Vila Medeiros,8966,26
2213050,Rua Santo Adolfo,,Vila Medeiros,8966,26
2213060,Rua Matsu Inague,,Vila Medeiros,8966,26
2213080,Rua José de Araújo,,Vila Medeiros,8966,26
2214000,Rua Crispim Duarte,,Vila Medeiros,8966,26
2214010,Rua das Promessas,,Vila Medeiros,8966,26
2214020,Rua Sebastião Sutil,,Vila Medeiros,8966,26
2214030,Rua Francisco de Medeiros Jordão,,Vila Medeiros,8966,26
2214040,Rua Iraguaçu,,Vila Medeiros,8966,26
2214050,Rua Ferreira de Mendonça,,Vila Medeiros,8966,26
2214060,Rua Coronel Propício Barreto,,Vila Medeiros,8966,26
2214070,Rua Airão,,Vila Medeiros,8966,26
2214080,Rua Sara de Medeiros,,Vila Medeiros,8966,26
2214090,Rua Açu da Torre,,Vila Medeiros,8966,26
2214100,Rua Maria Augusta,,Vila Medeiros,8966,26
2214110,Travessa Colorado do Oeste,,Vila Medeiros,8966,26
2214120,Travessa Edon,,Vila Medeiros,8966,26
2214130,Travessa Circe,,Vila Medeiros,8966,26
2214140,Travessa Hermes,,Vila Ede,8966,26
2214150,Travessa José Eduardo Raduan,,Parque Edu Chaves,8966,26
2214160,Via de Pedestre de Saibro,,Vila Ede,8966,26
2215000,Rua Reverendo Israel Vieira Ferreira,,Vila Medeiros,8966,26
2215010,Rua Eurico Sodré,,Vila Medeiros,8966,26
2215020,Rua Carmen Porto,,Vila Medeiros,8966,26
2215030,Rua Virgínia Porto,,Vila Medeiros,8966,26
2215040,Rua Alves Porto,,Vila Medeiros,8966,26
2215050,Rua Acarapuxi,,Vila Medeiros,8966,26
2215060,Rua Angélica Palma Roman,,Vila Medeiros,8966,26
2215080,Travessa Colinas de Goiás,,Vila Medeiros,8966,26
2215120,Travessa Wagner Antônio Petrucci,,Vila Medeiros,8966,26
2215130,Travessa Antônio Sardinha,,Vila Medeiros,8966,26
2215140,Travessa Maestro Filiberi,,Vila Medeiros,8966,26
2215190,Rua Nicolau Rossetti,,Vila Medeiros,8966,26
2216000,Rua Ataliba Vieira,,Vila Medeiros,8966,26
2216010,Travessa Bernardino Mei,,Vila Medeiros,8966,26
2216020,Rua Affonso Fernandes Reis,,Vila Medeiros,8966,26
2216030,Rua Padre Agostinho Jorge,,Vila Medeiros,8966,26
2216050,Rua Barão do Rio da Apa,,Vila Medeiros,8966,26
2216060,Rua Armando Paim,,Vila Medeiros,8966,26
2216070,Rua Lagoa Grande,,Vila Medeiros,8966,26
2216080,Rua Ribeiro Garcia,,Vila Medeiros,8966,26
2216090,Rua Gil Castelo Branco,,Vila Medeiros,8966,26
2216100,Travessa Abreu Castello,,Vila Medeiros,8966,26
2216105,Travessa Joaquim Lopes da Silva,,Vila Medeiros,8966,26
2216110,Travessa Ciranda,,Vila Medeiros,8966,26
2217000,Rua Geolândia,,Vila Medeiros,8966,26
2217010,Rua Odair de Medeiros,,Vila Medeiros,8966,26
2217020,Rua Joaquim de Souza Pacheco Filho,,Vila Medeiros,8966,26
2217030,Rua Professor Simões Magro,,Vila Medeiros,8966,26
2217040,Rua Jarbas Lacerda,,Vila Medeiros,8966,26
2217060,Rua Margarida de Sousa,,Vila Sabrina,8966,26
2217070,Rua Júlia Roxo,,Vila Sabrina,8966,26
2217080,Rua João Batista Pires,,Vila Medeiros,8966,26
2217090,Rua Bernardino de Medeiros,,Vila Sabrina,8966,26
2217100,Rua Ana de Lourdes,,Vila Sabrina,8966,26
2217110,Rua Nelson Lopes de Moraes,,Vila Sabrina,8966,26
2217120,Rua Ernesto Eugênio Piedade,,Vila Sabrina,8966,26
2217130,Rua Amanã,,Vila Sabrina,8966,26
2217140,Rua São Delfino,,Vila Sabrina,8966,26
2217150,Rua Natal Martinetto,,Vila Sabrina,8966,26
2217160,Rua José Antônio da Silva,,Vila Sabrina,8966,26
2217170,Rua Abdenage da Costa Moreira,,Vila Sabrina,8966,26
2218000,Rua João Souto Maior,- até 623/624,Vila Medeiros,8966,26
2218001,Rua João Souto Maior,- de 625/626 ao fim,Vila Medeiros,8966,26
2218010,Rua Neneca,,Vila Medeiros,8966,26
2218020,Rua Bararati,,Vila Medeiros,8966,26
2218030,Rua José Maria Junho,,Vila Medeiros,8966,26
2218040,Rua Carlo Foá,,Vila Medeiros,8966,26
2218050,Rua Doutor Lauro Muniz Barreto,,Vila Medeiros,8966,26
2218060,Travessa Anjo Azul,,Vila Medeiros,8966,26
2218070,Rua Dom Inocêncio de Santamaria,,Vila Medeiros,8966,26
2218080,Rua Aiú-Açu,,Vila Medeiros,8966,26
2218090,Rua José Viglietti,,Vila Medeiros,8966,26
2218100,Rua Álvaro Cavalcante,,Vila Medeiros,8966,26
2218110,Rua Professor Álvaro de Souza Reis,,Vila Medeiros,8966,26
2218120,Rua Bertelli,,Vila Medeiros,8966,26
2218130,Rua Walter de Medeiros,,Vila Medeiros,8966,26
2218140,Travessa Comodoro,,Vila Medeiros,8966,26
2218150,Rua Frei Sebastião dos Anjos,,Vila Medeiros,8966,26
2218160,Rua Francisco Peres Pagan,,Vila Medeiros,8966,26
2218170,Rua Cyro Franco,,Vila Medeiros,8966,26
2218180,Rua Manoel Vidal,,Vila Medeiros,8966,26
2218190,Rua Professor Galdino Moreira,,Vila Medeiros,8966,26
2218200,Travessa B,,Vila Medeiros,8966,26
2219000,Avenida Nossa Senhora do Loreto,- até 911/912,Vila Medeiros,8966,26
2219001,Avenida Nossa Senhora do Loreto,- de 913/914 ao fim,Vila Medeiros,8966,26
2219010,Rua Embaixador Nabuco de Gouveia,,Vila Medeiros,8966,26
2219020,Rua Dona Joaquina Rheinfrank,,Vila Medeiros,8966,26
2219030,Rua General Liberato Bittencourt,,Vila Medeiros,8966,26
2219040,Rua Amílcar Tomazoni,,Vila Ede,8966,26
2219050,Rua Fernando Balerone,,Vila Medeiros,8966,26
2219060,Rua Carlos Morgado,,Vila Ede,8966,26
2219070,Rua Antônio Gonçalves Requito,,Vila Ede,8966,26
2219080,Rua Antônio Carlos Taveira,,Vila Ede,8966,26
2219090,Rua Augusto Baer,,Vila Ede,8966,26
2219100,Rua do Valo Velho,,Vila Ede,8966,26
2219110,Rua da Porteira,,Vila Ede,8966,26
2219120,Rua Elisa Baer,,Vila Ede,8966,26
2219130,Rua Otto Bauer,,Vila Ede,8966,26
