Cep,Logradouro,Numero,Bairro,Cod Cidade,Cod Estado
4373030,Rua Alberto Sampaio,,Vila Santa Catarina,8966,26
4373040,Rua Quebec,,Vila Santa Catarina,8966,26
4374000,Rua Franklin Magalhães,,Vila Santa Catarina,8966,26
4374010,Rua Fernando Paes de Almeida,,Vila Santa Catarina,8966,26
4374020,Rua Navarra,,Vila Santa Catarina,8966,26
4374030,Travessa Almiscareira,,Vila Santa Catarina,8966,26
4374040,Travessa Rail Gebara José,,Vila Santa Catarina,8966,26
4374050,Rua Rodolfo Garcia,,Vila Santa Catarina,8966,26
4374060,Rua Simão Rocha,,Vila Santa Catarina,8966,26
4374070,Rua Guaipeva,,Vila Santa Catarina,8966,26
4374080,Rua Embiara,,Vila Santa Catarina,8966,26
4374090,Rua Elmano Sadino,,Vila Santa Catarina,8966,26
4375000,Rua Belford Duarte,,Vila Santa Catarina,8966,26
4375010,Praça Desembargador Godói,,Vila Santa Catarina,8966,26
4375020,Rua Antônio Manuel Canedo,,Vila Santa Catarina,8966,26
4375030,Rua Júlio Cavicchini,,Vila Santa Catarina,8966,26
4375040,Rua João Manoel Clemente,,Vila Santa Catarina,8966,26
4375045,Travessa Armindo Correa,,Vila Santa Catarina,8966,26
4375050,Rua Coriolano Durand,,Vila Santa Catarina,8966,26
4375070,Rua Canal do Panamá,,Vila Santa Catarina,8966,26
4376002,Rua Gustavo da Silveira,- até 951 - lado ímpar,Vila Santa Catarina,8966,26
4376004,Rua Gustavo da Silveira,- até 946 - lado par,Vila Santa Catarina,8966,26
4376006,Rua Gustavo da Silveira,- de 953 ao fim - lado ímpar,Vila Santa Catarina,8966,26
4376007,Travessa Tharcillo Almeida Neubern de Toledo,,Vila Santa Catarina,8966,26
4376008,Rua Gustavo da Silveira,- de 948 ao fim - lado par,Vila Santa Catarina,8966,26
4376010,Rua Henrique Wickbold,,Vila Santa Catarina,8966,26
4376015,Rua Rosa Gebara Boutros,,Vila Santa Catarina,8966,26
4376020,Travessa das Iridáceas,,Vila Santa Catarina,8966,26
4376030,Rua José Maria Schiavelli,,Vila Santa Catarina,8966,26
4376035,Travessa João Manoel de Faria,,Vila Santa Catarina,8966,26
4376040,Rua Tenente-Coronel Antônio Braga,,Vila Santa Catarina,8966,26
4376050,Rua Walter Bitran,,Vila Santa Catarina,8966,26
4376060,Rua Vicência Alves da Fonseca,,Vila Santa Catarina,8966,26
4376070,Rua Octávio Teixeira Mendes Sobrinho,,Vila Santa Catarina,8966,26
4376080,Rua Gabriel Rodo,,Vila Santa Catarina,8966,26
4376090,Travessa Elizabeta Zanin Boggi,,Vila Santa Catarina,8966,26
4376110,Rua Antônio Loureiro,,Vila Santa Catarina,8966,26
4376120,Travessa Jacinto Francisco Pires,,Vila Santa Catarina,8966,26
4377010,Rua Professora Flora Lopes de Oliveira,,Vila Santa Catarina,8966,26
4377020,Rua Laura Scardapane,,Vila Santa Catarina,8966,26
4377030,Rua José Lacerda,,Vila Mira,8966,26
4377036,Rua Cidade de Bagdá,- lado ímpar,Vila Mira,8966,26
4377038,Rua Cidade de Bagdá,- lado par,Vila Mira,8966,26
4377040,Rua Vitor Silva,,Vila Mira,8966,26
4377050,Rua Concepcion Arenal,,Vila Mira,8966,26
4377060,Rua Belmiro Zanetti Esteves,,Vila Mira,8966,26
4377080,Rua Mianos,,Vila Mira,8966,26
4377090,Rua Jarava,,Vila Mira,8966,26
4377100,Rua Anadir,,Vila Mira,8966,26
4377110,Rua Ataulfo Argenta,,Vila Mira,8966,26
4377120,Travessa José Indarte,,Vila Mira,8966,26
4377130,Rua Emília Maria de Jesus,,Vila Mira,8966,26
4377150,Praça Elisário Barbosa,,Vila Mira,8966,26
4377160,Rua Capuavinha,,Vila Mira,8966,26
4377170,Praça Teotônio de Brito,,Vila Mira,8966,26
4377180,Rua Botuverá,,Vila Mira,8966,26
4377190,Rua Boçoroca,,Vila Mira,8966,26
4377200,Rua Jupatis,,Vila Mira,8966,26
4377205,Travessa Alexandre Ferlendis,,Vila Mira,8966,26
4377210,Travessa Jupatis,,Vila Mira,8966,26
4377215,Rua Sem Denominação,,Vila Mira,8966,26
4377220,Rua Genaro de Carvalho,,Vila Mira,8966,26
4378000,Avenida Santa Catarina,- de 702 a 1360 - lado par,Vila Mascote,8966,26
4378100,Avenida Santa Catarina,- de 1362 a 2160 - lado par,Vila Mascote,8966,26
4378200,Avenida Santa Catarina,- de 2162 ao fim - lado par,Vila Mascote,8966,26
4378300,Avenida Santa Catarina,- de 701 a 1851 - lado ímpar,Vila Mascote,8966,26
4378400,Avenida Santa Catarina,- de 1853 a 2351 - lado ímpar,Vila Mascote,8966,26
4378500,Avenida Santa Catarina,- de 2353 ao fim - lado ímpar,Vila Mascote,8966,26
4378971,Avenida Santa Catarina 2004,,Vila Mascote,8966,26
4379000,Rua Doutor Ruy de Azevedo Sodré,,Vila Santa Catarina,8966,26
4379010,Rua Alunagem,,Vila Santa Catarina,8966,26
4379022,Rua Emílio de Sousa Docca,- até 635 - lado ímpar,Vila Santa Catarina,8966,26
4379024,Rua Emílio de Sousa Docca,- até 650 - lado par,Vila Santa Catarina,8966,26
4379026,Rua Emílio de Sousa Docca,- de 637 ao fim - lado ímpar,Vila Santa Catarina,8966,26
4379028,Rua Emílio de Sousa Docca,- de 652 ao fim - lado par,Vila Santa Catarina,8966,26
4379030,Rua Padre José Maria Ramos,,Vila Santa Catarina,8966,26
4379040,Rua Ailton José Rocha de Oliveira,,Vila Santa Catarina,8966,26
4379045,Via de Pedestre Larina,,Vila Santa Catarina,8966,26
4379050,Rua Oito de Março,,Vila Santa Catarina,8966,26
4379070,Travessa Antônia Merce,,Vila Santa Catarina,8966,26
4379072,Rua Charles Darwin,- lado ímpar,Vila Santa Catarina,8966,26
4379074,Rua Charles Darwin,- lado par,Vila Santa Catarina,8966,26
4379080,Rua Tenente-Coronel Joaquim José da Fonseca,,Vila Santa Catarina,8966,26
4379090,Rua Antônio Joaquim Gonçalves Fontes,,Vila Santa Catarina,8966,26
4379095,Rua Honduras,,Vila Santa Catarina,8966,26
4379100,Avenida Circular,,Vila Santa Catarina,8966,26
4381000,Avenida Vereador João de Luca,- até 1299/1300,Jardim Prudência,8966,26
4381001,Avenida Vereador João de Luca,- de 1301/1302 ao fim,Jardim Prudência,8966,26
4382025,Rua Maria Justina da Silva,,Conjunto Residencial Jardim Canaã,8966,26
4382030,Rua Freamunde,,Conjunto Residencial Jardim Canaã,8966,26
4382035,Avenida América,,Conjunto Residencial Jardim Canaã,8966,26
4382038,Rua Alba,- de 1701/1702 ao fim,Conjunto Residencial Jardim Canaã,8966,26
4382045,Travessa Octávio de Abreu Sampaio,,Conjunto Residencial Jardim Canaã,8966,26
4382050,Rua das Ameixeiras,,Conjunto Residencial Jardim Canaã,8966,26
4382060,Travessa André Serzano,,Conjunto Residencial Jardim Canaã,8966,26
4382070,Rua Alto do Bonfim,,Conjunto Residencial Jardim Canaã,8966,26
4382080,Rua Jaboti,,Conjunto Residencial Jardim Canaã,8966,26
4382090,Travessa Professor João Marques de Castro,,Conjunto Residencial Jardim Canaã,8966,26
4382100,Travessa Aragonita,,Conjunto Residencial Jardim Canaã,8966,26
4382110,Rua Domingos Splendorio,,Conjunto Residencial Jardim Canaã,8966,26
4382115,Travessa da Usina,,Conjunto Residencial Jardim Canaã,8966,26
4382120,Rua Céu Tropical,,Conjunto Residencial Jardim Canaã,8966,26
4382130,Rua Costa Gomes,,Conjunto Residencial Jardim Canaã,8966,26
4382140,Rua Sumaia Gebara Farah,,Conjunto Residencial Jardim Canaã,8966,26
4382150,Travessa Dona Salma,,Conjunto Residencial Jardim Canaã,8966,26
4382160,Rua Santa Matilde,,Conjunto Residencial Jardim Canaã,8966,26
4382170,Travessa Solano,,Conjunto Residencial Jardim Canaã,8966,26
4382180,Rua Jarbas Luciano Rosa,,Conjunto Residencial Jardim Canaã,8966,26
4382190,Rua Amorim,,Conjunto Residencial Jardim Canaã,8966,26
4382200,Rua Agostinho Delgado,,Conjunto Residencial Jardim Canaã,8966,26
4382210,Rua Napoleão Menezes,,Conjunto Residencial Jardim Canaã,8966,26
4383000,Rua Santo Agnelo,,Jardim Jabaquara,8966,26
4383010,Rua Comendador Alfaia Rodrigues,,Jardim Jabaquara,8966,26
4383030,Rua Efigênio de Salles,,Jardim Jabaquara,8966,26
4383035,Travessa Esmalita,,Jardim Jabaquara,8966,26
4383037,Rua Antônio Alves Teixeira,,Jardim Jabaquara,8966,26
4383050,Rua Adelino da Fontoura,,Jardim Jabaquara,8966,26
4383070,Rua Antônio Covello,,Jardim Jabaquara,8966,26
4383075,Rua Samuel Palmer,,Jardim Jabaquara,8966,26
4383080,Rua Batista de Melo,,Jardim Jabaquara,8966,26
4383113,Rua Santos Figueiredo,,Jardim Jabaquara,8966,26
4383115,Rua Irmã Maria Ruman,,Jardim Jabaquara,8966,26
4383120,Rua Desembargador Alberto Garcia,,Jardim Jabaquara,8966,26
4383140,Travessa Andréas Dueben,,Jardim Jabaquara,8966,26
4383145,Rua Terras de Cambra,,Jardim Jabaquara,8966,26
4384000,Rua Virgílio de Lemos,,Jardim Jabaquara,8966,26
4384010,Rua Hilário Gouveia,,Jardim Jabaquara,8966,26
4384032,Rua Conde Moreira Lima,- lado ímpar,Jardim Jabaquara,8966,26
4384034,Rua Conde Moreira Lima,- lado par,Jardim Jabaquara,8966,26
4384040,Rua José Leite de Souza,,Jardim Jabaquara,8966,26
4384050,Rua Padre Gabriel Gonçalves,,Jardim Jabaquara,8966,26
4384070,Rua Professor Azevedo Antunes,,Jardim Jabaquara,8966,26
4384080,Rua Alopatas,,Jardim Jabaquara,8966,26
4384090,Rua Juan de La Cruz,,Jardim Jabaquara,8966,26
4384100,Praça Luigi Palma,,Jardim Jabaquara,8966,26
4384110,Rua Petinguara,,Jardim Jabaquara,8966,26
4384120,Rua Tomasina,,Jardim Jabaquara,8966,26
4384125,Praça Haroldo Montagna,,Jardim Jabaquara,8966,26
4384130,Rua Valango,,Jardim Jabaquara,8966,26
4385000,Parque do Nabuco,,Jardim Itacolomi,8966,26
4385010,Rua Frederico Albuquerque,,Jardim Itacolomi,8966,26
4385020,Rua Ranulfo Prata,,Jardim Itacolomi,8966,26
4385030,Rua Victória Simões,,Jardim Itacolomi,8966,26
4385040,Rua Vicente Leite,,Jardim Itacolomi,8966,26
4385050,Rua Eduardo de Sá,,Jardim Itacolomi,8966,26
4385060,Rua Cícero Saturnino de Pinho,,Jardim Itacolomi,8966,26
4385070,Rua Leônidas Vilhena de Carvalho,,Jardim Itacolomi,8966,26
4385080,Rua Margarida Zingg,,Jardim Itacolomi,8966,26
4385090,Rua Visconde de Santa Isabel,,Jardim Itacolomi,8966,26
4385100,Rua Luiza Favaro,,Jardim Itacolomi,8966,26
4385105,Rua James Dean,,Jardim Itacolomi,8966,26
4385110,Rua Anália Maria de Jesus,,Jardim Itacolomi,8966,26
4385120,Rua Manuel Alves de Siqueira,,Jardim Itacolomi,8966,26
4385130,Rua Manoel Soares de Oliveira,,Jardim Itacolomi,8966,26
4386000,Rua Henrique da Costa,,Jardim Itacolomi,8966,26
4386010,Rua Paulo Rodrigues Durão,,Jardim Itacolomi,8966,26
4386020,Rua Antônio de Pinho de Azevedo,,Jardim Itacolomi,8966,26
4386030,Avenida Durval Pinto Ferreira,,Jardim Itacolomi,8966,26
4386050,Rua Pedro T Cunha,,Jardim Itacolomi,8966,26
4386055,Rua Funcionários,,Jardim Itacolomi,8966,26
4386060,Rua Maria Vaz de Carvalho,,Jardim Itacolomi,8966,26
4386070,Rua Soares Passos,,Jardim Itacolomi,8966,26
4386080,Travessa dos Andorinhões,,Jardim Itacolomi,8966,26
4386090,Praça José Leite Souza,,Jardim Itacolomi,8966,26
4386110,Rua Luís Cruls,,Jardim Itacolomi,8966,26
4386120,Rua Porto Castanheiro,,Jardim Itacolomi,8966,26
4386130,Praça Comunitária Lígia Maria Salgado Nóbrega,,Jardim Itacolomi,8966,26
4387002,Avenida Rodrigues Montemor,- lado ímpar,Cidade Domitila,8966,26
4387004,Avenida Rodrigues Montemor,- lado par,Cidade Domitila,8966,26
4387010,Rua Antônio Rotundo,,Cidade Domitila,8966,26
4387030,Rua Sérgio Pereira da Silva Porto,,Cidade Domitila,8966,26
4387035,Rua João Sabetta,,Cidade Domitila,8966,26
4387040,Rua David Jorge Curi,,Cidade Domitila,8966,26
4387050,Rua Antônio da Silva Lobo Júnior,,Cidade Domitila,8966,26
4387060,Rua Mancenilha,,Cidade Domitila,8966,26
4387070,Rua Azenha,,Cidade Domitila,8966,26
4387080,Rua João Bethcem Moreira Filho,,Cidade Domitila,8966,26
4387090,Rua Vale do Alva,,Cidade Domitila,8966,26
4387100,Rua Champollion,,Cidade Domitila,8966,26
4387110,Rua da Pátria,,Cidade Domitila,8966,26
4387120,Rua Santa Josefina,,Cidade Domitila,8966,26
4387130,Rua Joaquim Lopes Poupino,,Cidade Domitila,8966,26
4387140,Rua Brás de Melo Moniz,,Cidade Domitila,8966,26
4387150,Rua Manuel Monteiro,,Cidade Domitila,8966,26
4387170,Rua Santo Estevan,,Cidade Domitila,8966,26
4387175,Rua Durval Silva,,Cidade Domitila,8966,26
4387177,Travessa Galheros,,Cidade Domitila,8966,26
4387180,Rua João Garcia Dutra,,Cidade Domitila,8966,26
4387190,Rua Manuel Alves Mesquita,,Cidade Domitila,8966,26
4387200,Rua Matias Pires,,Cidade Domitila,8966,26
4387210,Rua José Pompeu,,Cidade Domitila,8966,26
4387220,Rua Teodoro Cabral,,Cidade Domitila,8966,26
4387230,Rua Professor Nelson de Senna,,Cidade Domitila,8966,26
4387240,Rua Coronel Teodoro Ferreira,,Cidade Domitila,8966,26
4387250,Rua Diogo Vasconcelos,,Cidade Domitila,8966,26
4387260,Rua Professor Waldemiro Postch,,Cidade Domitila,8966,26
4387270,Rua Nestor de Castro,,Cidade Domitila,8966,26
4387290,Rua Divisa,,Cidade Domitila,8966,26
4387295,Rua Rodrigo Esteban,,Cidade Domitila,8966,26
4387300,Rua Engenheiro Artur Antunes Maciel,,Cidade Domitila,8966,26
4387310,Rua Felipina Jorge de Oliveira,,Cidade Domitila,8966,26
4387320,Rua Bahamas,,Cidade Domitila,8966,26
4387330,Rua Domitila D'Abril,,Cidade Domitila,8966,26
4387340,Rua Filipe Fogaça de Oliveira,,Cidade Domitila,8966,26
4387350,Rua Frei Tiago de Cavedine,,Cidade Domitila,8966,26
4387360,Rua Antônio Felipe Fogaça,,Cidade Domitila,8966,26
4401000,Rua Horácio Alves da Costa,,Jardim Nosso Lar,8966,26
4401010,Travessa Grande Madrugada,,Vila Marari,8966,26
4401020,Rua José Rodrigues Nunes,,Vila Marari,8966,26
4401030,Rua Maurício Francisco da Silva,,Jardim Nosso Lar,8966,26
4401040,Rua Manuel Rodrigues da Fonseca,,Jardim Nosso Lar,8966,26
4401050,Rua Antônio Saldanha Machado,,Jardim Nosso Lar,8966,26
4401060,Rua Clineu Braga de Magalhães,,Jardim Nosso Lar,8966,26
4401070,Rua Adília Mercado Madureira,,Vila Marari,8966,26
4401080,Rua Antônio Russo,,Jardim Nosso Lar,8966,26
4401090,Rua Frei João do Rosário,,Vila Marari,8966,26
4401110,Rua Domingos Neto,,Vila Marari,8966,26
4401120,Rua Manuel Correia de Paiva,,Vila Marari,8966,26
4401130,Rua José Pais das Neves,,Vila Marari,8966,26
4401140,Rua Teodósio Nobre,,Vila Marari,8966,26
4401150,Rua Lourenço Nunes,,Vila Marari,8966,26
4401170,Rua Apolônio de Oliveira,,Vila Marari,8966,26
4401180,Rua Diogo Pereira País,,Vila Marari,8966,26
4401190,Rua Pedro de Ozeda,,Vila Marari,8966,26
4401200,Praça Luís da Cunha Moreira,,Vila Joaniza,8966,26
4401210,Rua Diogo Ribeiro Dias,,Vila Joaniza,8966,26
4401220,Rua Armando Wilson Scuracchio,,Vila Marari,8966,26
4401230,Rua Agostinho Pereira Bacelar,,Vila Marari,8966,26
4401240,Rua Rodolfo Baro,,Vila Marari,8966,26
4402000,Avenida Marari,- lado par,Vila Marari,8966,26
4402010,Avenida Marari,- lado ímpar,Vila Marari,8966,26
4402020,Travessa Grande Voz,,Vila Marari,8966,26
4402030,Rua João Luis de Campos,,Vila Marari,8966,26
4402040,Rua Artur Andrade,,Vila Marari,8966,26
4402050,Avenida Manuel Augusto de Alvarenga,,Vila Marari,8966,26
4402060,Rua Dulce Carneiro,,Vila Marari,8966,26
4402070,Rua Venceslau de Morais,,Vila Marari,8966,26
4402080,Rua Rubens Facchini,,Vila Marari,8966,26
4402090,Rua Jamburana,,Vila Marari,8966,26
4402100,Rua Madalena da Glória,,Vila Marari,8966,26
4402110,Rua Rodrigo Paganino,,Vila Marari,8966,26
4402130,Rua Armando Gomes de Araújo,,Vila Marari,8966,26
4402140,Rua Maria Pais de Barros,,Vila Marari,8966,26
4402150,Rua Taveiro,,Vila Marari,8966,26
4402160,Rua Raquel,,Vila Marari,8966,26
4402170,Rua Antonio dos Santos Rocha,,Vila Marari,8966,26
4402180,Rua Alto Santa Maria,,Vila Marari,8966,26
4402190,Rua Guiomar Branco da Silva,,Vila Marari,8966,26
4402200,Rua Valdomiro,,Vila Marari,8966,26
4402210,Rua Diogo Boitaca,,Vila Marari,8966,26
4402220,Rua Melquíades,,Vila Marari,8966,26
4402230,Rua Frei Manuel Calado,,Vila Marari,8966,26
4402240,Rua Joaquim,,Vila Marari,8966,26
4403000,Rua Sassaki,,Vila Marari,8966,26
4403010,Rua Marguerite Louise Riechelman,,Vila Erna,8966,26
4403020,Rua Berta Wezassek,,Vila Erna,8966,26
4403030,Rua João Wezassek,,Vila Joaniza,8966,26
4403040,Rua do Laço de Fita,,Vila Joaniza,8966,26
4403060,Rua Francisco Álvares,,Vila Joaniza,8966,26
4403070,Rua Bento Dias Botelho,,Vila Joaniza,8966,26
4403080,Rua Ângelo Batista,,Vila Marari,8966,26
4403090,Rua Mocama,,Vila Joaniza,8966,26
4403100,Rua Bartolomeu Bezerra,,Vila Marari,8966,26
4403110,Avenida Gaspar de Brito,,Vila Marari,8966,26
4403120,Rua Domingos Fernandes Bittencourt,,Vila Marari,8966,26
4403130,Rua Francisco Pacheco,,Vila Marari,8966,26
4403140,Rua Comendador Michel Scaff,,Vila Joaniza,8966,26
4403150,Rua Sebastião Rodrigues Braga,,Vila Marari,8966,26
4403160,Rua Lourenço Antônio Bragança,,Vila Joaniza,8966,26
4403170,Rua Conrado Caldeira Brant,,Vila Marari,8966,26
4403180,Rua Jeribazeiro,,Vila Joaniza,8966,26
4403190,Rua Francisco Lopes Bonito,,Vila Joaniza,8966,26
4403200,Rua João da Veiga Bueno,,Vila Marari,8966,26
4403205,Travessa Alagoas,,Vila Marari,8966,26
4403210,Rua Diogo Barbosa,,Vila Marari,8966,26
4403220,Rua João Zanco,,Vila Marari,8966,26
4403230,Rua Gorosaku Tanizaki,,Vila Joaniza,8966,26
4403240,Rua Agadir,,Vila Joaniza,8966,26
4403250,Rua Jaroba,,Vila Joaniza,8966,26
4403260,Rua Manuel Garcia Bernardes,,Vila Marari,8966,26
4403270,Praça Coronel Benedito de Castro Oliveira,,Vila Marari,8966,26
4403275,Praça da Vitória,,Vila Joaniza,8966,26
4403280,Rua João Benito,,Vila Marari,8966,26
4403290,Rua Francisco de Baldim,,Vila Joaniza,8966,26
4403300,Rua Pedro Rodrigues Beja,,Vila Marari,8966,26
4403305,Rua Tempo Será,,Vila Joaniza,8966,26
4403310,Rua Manuel João Barcelos,,Vila Marari,8966,26
4403320,Rua Gonçalo Borges,,Vila Marari,8966,26
4403330,Rua João Martins Bertanha,,Vila Joaniza,8966,26
4403340,Rua José Pinto Bandeira,,Vila Joaniza,8966,26
4403350,Rua Miguel Rodrigues Betim,,Vila Joaniza,8966,26
4403360,Rua Leonel da Gama Beles,,Vila Joaniza,8966,26
4404000,Rua Dez de Julho,,Cidade Ademar,8966,26
4404010,Praça Bento Francisco de Morais,,Cidade Ademar,8966,26
4404020,Rua Professor Pedro Matias de Oliveira,,Vila Joaniza,8966,26
4404030,Rua Baquirivu,,Cidade Ademar,8966,26
4404040,Rua Poli,,Vila Erna,8966,26
4404050,Praça Morais e Abreu,,Vila Joaniza,8966,26
4404060,Rua Itapecerica da Serra,,Cidade Ademar,8966,26
4404070,Praça Doutor Assis Monteiro,,Vila Joaniza,8966,26
4404075,Rua Arireu,,Cidade Ademar,8966,26
4404080,Rua Itata,,Vila Erna,8966,26
4404090,Rua Jurupema,,Cidade Ademar,8966,26
4404100,Rua Itapeúna,,Vila Erna,8966,26
4404110,Praça Manuel do Rosario,,Vila Joaniza,8966,26
4404120,Rua Icaturama,,Cidade Ademar,8966,26
4404130,Rua Frei Heitor Pinto,,Vila Joaniza,8966,26
4404140,Rua Bemaventurança,,Vila Joaniza,8966,26
4404145,Rua Fulgores da Noite,,Vila Joaniza,8966,26
4404150,Rua Luís Vives,,Vila Joaniza,8966,26
4404160,Rua Maria de Fátima,,Cidade Ademar,8966,26
4405000,Rua Professora Maria Bitencourt Petit,,Cidade Ademar,8966,26
4405010,Travessa Poética Musical,,Cidade Ademar,8966,26
4405020,Rua Engenheiro Emílio Saad,,Cidade Ademar,8966,26
4405030,Rua Professor Paulo Mangabeira Albernaz,,Americanópolis,8966,26
4405050,Praça Manoel Branco Miranda,,Cidade Ademar,8966,26
4405060,Rua Doutor Márcio Martins Ferreira,,Cidade Ademar,8966,26
4405070,Rua Ana Amélia Lopes Âncona,,Cidade Ademar,8966,26
4405080,Rua Sargento-Mor Carvalho,,Cidade Ademar,8966,26
4405090,Rua Professor Flávio da Fonseca,,Americanópolis,8966,26
4405095,Rua Jornalista Francisco Rorato,,Americanópolis,8966,26
4405100,Rua Lidio dos Santos,,Americanópolis,8966,26
4405110,Rua Milton da Luz Motta,,Americanópolis,8966,26
4405120,Rua Gaspar da Cruz,,Cidade Ademar,8966,26
4405130,Rua Caterete,,Cidade Ademar,8966,26
4405135,Rua Sarraceno,,Cidade Ademar,8966,26
4405140,Rua José Eid Maluf,,Americanópolis,8966,26
4405150,Rua Agenor Pinheiro de Albuquerque,,Americanópolis,8966,26
4405160,Rua Professor Luís Pardini,,Vila Rica,8966,26
4405170,Rua Caraxués,,Cidade Ademar,8966,26
4405180,Rua Manipuçá,,Cidade Ademar,8966,26
4405185,Viela A,,Cidade Ademar,8966,26
4405190,Rua do Espigão,,Cidade Ademar,8966,26
4405200,Praça Joaquim Honorato de Camargo,,Cidade Ademar,8966,26
4405210,Rua Martim Codax,,Americanópolis,8966,26
4405220,Rua Oliveira de Barreiros,,Americanópolis,8966,26
4405230,Rua Antônio Loti,,Jardim Zaira,8966,26
4405240,Rua Augusto Roy,,Jardim Zaira,8966,26
4405250,Rua Celestino Silva,,Jardim Zaira,8966,26
4405260,Rua Miguel de Farias,,Jardim Zaira,8966,26
4405265,Rua Cândido José Viana,,Americanópolis,8966,26
4405270,Rua Jaime de Magalhães Lima,,Jardim Zaira,8966,26
4405280,Rua Marcos Álvares,,Jardim Zaira,8966,26
4405290,Rua Taquarandi,,Americanópolis,8966,26
4405300,Rua Duarte Galvão,,Cidade Ademar,8966,26
4405901,Rua José Eid Maluf 387,,Americanópolis,8966,26
4406000,Rua Professor Rodolpho de Freitas,,Vila Império,8966,26
4406005,Praça Professor Nelson Abrão,,Vila Império,8966,26
4406010,Rua Antônio Fernandes Jácome,,Vila Império,8966,26
4406020,Rua Professor Luiz Pereira Barreto Neto,,Vila Império,8966,26
4406030,Rua Professor José Maria de Freitas,,Vila Império,8966,26
4406040,Rua Henry Leonardos,,Vila Império,8966,26
4406060,Rua dos Aokis,,Vila Império,8966,26
4406080,Rua Doutor Gustavo da Veiga,,Vila Império,8966,26
4406090,Rua Tipiaco,,Vila Império,8966,26
4406100,Rua Professor Felício Cintra do Prado,,Vila Império,8966,26
4406110,Rua Carlos Simas,,Vila Império,8966,26
4406120,Rua Professor Pedro de Alcântara Machado,,Vila Império,8966,26
4406130,Rua Professor Moacir Eik Álvaro,,Vila Império,8966,26
4406140,Rua Trindade Coelho,,Vila Império,8966,26
4406160,Travessa Bela,,Vila Império,8966,26
4406170,Rua Dona Adélia Mansur Zaiet,,Vila Império,8966,26
4406175,Rua Professor Paulo Enéas Galvão,,Vila Império,8966,26
4406180,Praça do Arcebispo,,Vila Império,8966,26
4406190,Rua Professor Marcos Lindenberg,,Vila Império,8966,26
4406200,Travessa Flor de Todos os Tempos,,Vila Império,8966,26
4406210,Travessa Dom João VI,,Vila Império,8966,26
4407000,Rua Professor Álvaro Guimarães Filho,,Vila Império,8966,26
4407020,Rua Benedito Pereira da Silva,,Vila Império,8966,26
4407030,Rua Professor Nicolau Maria Rossetti,,Vila Império,8966,26
4407035,Viela Três,(Vila Império),Vila Império,8966,26
4407040,Rua Djalma Hadlech de Castro,,Vila Império,8966,26
4407050,Rua Reinaldo dos Santos,,Vila Império,8966,26
4407060,Rua Sernambitiba,,Vila Império,8966,26
4407070,Rua Henrique da Mota,,Vila Império,8966,26
4407080,Travessa Barão de Caxias,,Vila Império,8966,26
4407090,Rua Carlo Formes,,Vila Império,8966,26
4407098,Travessa Dom João Soares Coelho,,Vila Império,8966,26
4407100,Rua Dom João Soares Coelho,,Vila Império,8966,26
4407105,Travessa do Rádio,,Cidade Ademar,8966,26
4407110,Rua Luigi Bassi,,Vila Império,8966,26
4407115,Travessa Luigi Bassi,,Vila Império,8966,26
4407120,Travessa Fonte de Amor,,Vila Império,8966,26
4407130,Travessa Serra do Ramalho,,Vila Império,8966,26
4407135,Travessa José Honório de Paiva,,Vila Império,8966,26
4407140,Travessa Dom Pedro II,,Vila Império,8966,26
4408000,Rua Públio Pimentel,,Americanópolis,8966,26
4408005,Via de Pedestre Novelos,,Americanópolis,8966,26
4408020,Rua Antônio Forte,,Americanópolis,8966,26
4408030,Rua Santa Felícia,,Americanópolis,8966,26
4408040,Travessa Malavi,,Americanópolis,8966,26
4408050,Rua Justino Martins,,Americanópolis,8966,26
4408060,Travessa Estrela e Anjo,,Americanópolis,8966,26
4408070,Rua Domingos de Faria,,Americanópolis,8966,26
4408080,Rua Conchas,,Americanópolis,8966,26
4408085,Travessa Conchas,,Americanópolis,8966,26
4408090,Rua Catarina Gabrielli,,Americanópolis,8966,26
4408095,Rua Julião Carrilho,,Americanópolis,8966,26
4408100,Travessa Poemas de Natal,,Americanópolis,8966,26
4408110,Travessa Quietação,,Americanópolis,8966,26
4409000,Rua Berta Morena,,Americanópolis,8966,26
4409010,Rua Salim Abrahão Jabur,,Americanópolis,8966,26
4409020,Rua Pastor Rubens Lopes,,Americanópolis,8966,26
4409022,Travessa Ribeirão Preto,,Americanópolis,8966,26
4409025,Travessa Pastor Rubens Lopes,,Americanópolis,8966,26
4409030,Rua Professor Quintino Mingóia,,Americanópolis,8966,26
4409040,Rua Mário Frugiuele,,Americanópolis,8966,26
4409050,Travessa São Paulo,,Americanópolis,8966,26
4409060,Rua Doutor Nestor Sampaio Penteado,,Americanópolis,8966,26
4409070,Travessa Rancho das Flores,,Americanópolis,8966,26
4409080,Rua Delfino Facchina,,Americanópolis,8966,26
4409085,Travessa Delfino Facchina,,Americanópolis,8966,26
4409090,Travessa França,,Americanópolis,8966,26
4409100,Travessa Taiova,,Americanópolis,8966,26
4410000,Rua Virgílio Gonçalves Leite,,Americanópolis,8966,26
4410004,Travessa Virgílio,(Primeira),Americanópolis,8966,26
4410005,Travessa Cacau Azul,,Americanópolis,8966,26
4410006,Travessa Virgílio,(Segunda),Americanópolis,8966,26
4410010,Rua Professor Dino Fausto Fontana,,Americanópolis,8966,26
4410020,Travessa Alberto Ristori,,Americanópolis,8966,26
4410030,Rua Hildebrando Frank,,Americanópolis,8966,26
